publication_number,citation_publication_number
US-2014146433-A1,US-5912604-A
US-2014146433-A1,US-5932858-A
US-2014146433-A1,US-6407908-B1
US-2014146433-A1,US-6865072-B2
US-2014146433-A1,US-2007175866-A1
US-2014146433-A1,US-2010014218-A1
US-2014146433-A1,US-7796374-B2
US-2014146433-A1,US-2014144883-A1
US-2014146433-A1,US-2015091677-A1
US-2014150458-A1,US-4448032-A
US-2014150458-A1,US-2006266059-A1
US-2014150458-A1,US-7681406-B2
US-2014150458-A1,US-2011232888-A1
US-2014150458-A1,US-8240159-B2
US-2014152022-A1,US-6353270-B1
US-2014152022-A1,US-7067932-B1
US-2014152022-A1,US-2007264081-A1
US-2014152022-A1,US-7541684-B1
US-2014152022-A1,US-7589428-B2
US-2014152022-A1,US-8123431-B2
US-2014152022-A1,US-8164204-B2
US-2014152022-A1,US-8872363-B2
US-2014152215-A1,US-6002234-A
US-2014152215-A1,US-6373211-B1
US-2014152215-A1,US-2003046028-A1
US-2014152215-A1,US-2003062868-A1
US-2014152215-A1,US-2003071594-A1
US-2014152215-A1,US-2003076064-A1
US-2014152215-A1,US-2003076061-A1
US-2014152215-A1,US-2003076065-A1
US-2014152215-A1,US-2004095089-A1
US-2014152215-A1,US-2005029976-A1
US-2014152215-A1,US-2005269982-A1
US-2014152215-A1,US-2007132446-A1
US-2014152215-A1,US-2008118234-A1
US-2014152215-A1,US-2008203962-A1
US-2014152215-A1,US-2009189561-A1
US-2014152215-A1,US-2009261775-A1
US-2014152215-A1,US-2010201298-A1
US-2014152548-A1,US-7762893-B2
US-2014152548-A1,US-2010292008-A1
US-2014152548-A1,US-7927215-B2
US-2014153808-A1,US-2005251006-A1
US-2014153808-A1,US-2006139319-A1
US-2014153808-A1,US-2006293922-A1
US-2014153808-A1,US-2008120141-A1
US-2014153808-A1,US-2009041329-A1
US-2014153808-A1,US-2009132279-A1
US-2014153808-A1,US-2009271788-A1
US-2014153808-A1,US-2011096970-A1
US-2014153808-A1,US-2011161215-A1
US-2014153808-A1,US-2011191767-A1
US-2014153808-A1,US-2014365244-A1
US-2014155116-A1,US-6310866-B1
US-2014155116-A1,US-2003093327-A1
US-2014155116-A1,US-2003229900-A1
US-2014155116-A1,US-2004083291-A1
US-2014155116-A1,US-6760580-B2
US-2014155116-A1,US-2004141594-A1
US-2014155116-A1,US-2004214576-A1
US-2014155116-A1,US-2005033852-A1
US-2014155116-A1,US-2005114493-A1
US-2014155116-A1,US-2005169446-A1
US-2014155116-A1,US-2005277406-A1
US-2014155116-A1,US-2005277431-A1
US-2014155116-A1,US-2006007899-A1
US-2014155116-A1,US-2006145781-A1
US-2014155116-A1,US-7482869-B2
US-2014155116-A1,US-2009228890-A1
US-2014155116-A1,US-2010036512-A1
US-2014155116-A1,US-2011102224-A1
US-2014155116-A1,US-2012231858-A1
US-2014155116-A1,US-2014010179-A1
US-2014155116-A1,US-2014064405-A1
US-2014155116-A1,US-8942652-B2
US-2014157072-A1,US-5963566-A
US-2014157072-A1,US-2004003329-A1
US-2014157072-A1,US-7348796-B2
US-2014157072-A1,US-8248073-B2
US-2014157505-A1,US-5095556-A
US-2014157505-A1,US-6523187-B1
US-2014157505-A1,US-7185375-B1
US-2014157505-A1,US-7200878-B2
US-2014157505-A1,US-7260855-B2
US-2014157505-A1,US-8769732-B2
US-2014157573-A1,US-2004267203-A1
US-2014158363-A1,US-4528104-A
US-2014158363-A1,US-4609476-A
US-2014158363-A1,US-4846280-A
US-2014158363-A1,US-2003032561-A1
US-2014158363-A1,US-2004011990-A1
US-2014158363-A1,US-2004059054-A1
US-2014158363-A1,US-2005038199-A1
US-2014158363-A1,US-2005113264-A1
US-2014158363-A1,US-6908886-B2
US-2014158363-A1,US-7219735-B2
US-2014158363-A1,US-7306039-B2
US-2014158363-A1,US-7316275-B2
US-2014158363-A1,US-7713917-B2
US-2014158363-A1,US-7762332-B2
US-2014158363-A1,US-7896078-B2
US-2014158363-A1,US-7923419-B2
US-2014158363-A1,US-7966876-B2
US-2014158363-A1,US-8030389-B2
US-2014158363-A1,US-2012231977-A1
US-2014158665-A1,US-4608470-A
US-2014159522-A1,US-97945-A
US-2014159522-A1,US-103394-A
US-2014159522-A1,US-104262-A
US-2014159522-A1,US-169380-A
US-2014159522-A1,US-179909-A
US-2014159522-A1,US-204969-A
US-2014159522-A1,US-242256-A
US-2014159522-A1,US-270863-A
US-2014159522-A1,US-301380-A
US-2014159522-A1,US-420145-A
US-2014159522-A1,US-606125-A
US-2014159522-A1,US-1251379-A
US-2014159522-A1,US-1827941-A
US-2014159522-A1,US-2028282-A
US-2014159522-A1,US-2149513-A
US-2014159522-A1,US-2299036-A
US-2014159522-A1,US-2542670-A
US-2014159522-A1,US-3194081-A
US-2014159522-A1,US-3568026-A
US-2014159522-A1,US-3586265-A
US-2014159522-A1,US-3842821-A
US-2014159522-A1,US-3908815-A
US-2014159522-A1,US-3978598-A
US-2014159522-A1,US-6269567-B1
US-2014159522-A1,US-6393207-B1
US-2014159522-A1,US-2003041491-A1
US-2014159522-A1,US-6806672-B2
US-2014159522-A1,US-6944982-B2
US-2014159522-A1,US-2005252051-A1
US-2014159522-A1,US-2006098428-A1
US-2014159522-A1,US-2008028648-A1
US-2014159522-A1,US-2008282589-A1
US-2014159522-A1,US-2009126241-A1
US-2014159522-A1,US-2009139122-A1
US-2014159522-A1,US-2009220221-A1
US-2014160038-A1,US-2008012835-A1
US-2014160038-A1,US-2008158182-A1
US-2014160038-A1,US-2012049869-A1
US-2014160038-A1,US-9081450-B1
US-2014160495-A1,US-5418611-A
US-2014160495-A1,US-2002011576-A1
US-2014160495-A1,US-2003011787-A1
US-2014160495-A1,US-2007085027-A1
US-2014160495-A1,US-2010053637-A1
US-2014160495-A1,US-7733477-B2
US-2014161087-A1,US-7782749-B2
US-2014161087-A1,US-2011249633-A1
US-2014162173-A1,
US-2014162650-A1,US-2011111759-A1
US-2014162650-A1,US-2012236717-A1
US-2014163191-A1,US-2003186079-A1
US-2014163191-A1,
US-2014166141-A1,US-2008087008-A1
US-2014166141-A1,US-2011173953-A1
US-2014167099-A1,US-4130767-A
US-2014167700-A1,US-6492791-B1
US-2014167700-A1,US-8154255-B2
US-2014167700-A1,US-8450975-B2
US-2014167978-A1,US-3747068-A
US-2014167978-A1,US-2005280511-A1
US-2014167978-A1,US-2007159330-A1
US-2014167978-A1,US-2007200729-A1
US-2014167978-A1,US-2009115626-A1
US-2014167978-A1,US-2011070827-A1
US-2014167978-A1,US-2012218120-A1
US-2014167978-A1,US-2012239212-A1
US-2014169085-A1,US-8446761-B2
US-2014170449-A1,US-4188460-A
US-2014170449-A1,US-2008116851-A1
US-2014170449-A1,US-2012251851-A1
US-2014171223-A1,US-1641155-A
US-2014171223-A1,US-2908504-A
US-2014171223-A1,US-5085431-A
US-2014171223-A1,US-5120358-A
US-2014171223-A1,US-5609530-A
US-2014171223-A1,US-5830077-A
US-2014171223-A1,US-6309315-B1
US-2014171223-A1,US-6344004-B2
US-2014171223-A1,US-6506131-B2
US-2014171223-A1,US-6692382-B2
US-2014171223-A1,US-6832964-B2
US-2014171223-A1,US-2005127630-A1
US-2014171223-A1,US-6997822-B2
US-2014171223-A1,US-7238124-B2
US-2014171223-A1,US-7481725-B2
US-2014171223-A1,US-2013165273-A1
US-2014171223-A1,
US-2014171493-A1,US-7935336-B2
US-2014171493-A1,US-8323640-B2
US-2014174934-A1,US-3853651-A
US-2014174934-A1,US-4211661-A
US-2014174934-A1,US-4582750-A
US-2014174934-A1,US-5283106-A
US-2014174934-A1,US-5397632-A
US-2014174934-A1,US-5401446-A
US-2014174934-A1,US-5503745-A
US-2014174934-A1,US-5709735-A
US-2014174934-A1,US-5714067-A
US-2014174934-A1,US-5730923-A
US-2014174934-A1,US-6114262-A
US-2014174934-A1,US-2004118765-A1
US-2014174934-A1,US-2005284823-A1
US-2014174934-A1,US-6991113-B2
US-2014174934-A1,US-2006172639-A1
US-2014174934-A1,US-2008274312-A1
US-2014174934-A1,DE-102007027299-A1
US-2014174934-A1,US-2010107881-A1
US-2014174934-A1,US-2010236202-A1
US-2014174934-A1,US-2010282682-A1
US-2014174934-A1,US-2010307338-A1
US-2014174934-A1,US-2011016839-A1
US-2014174934-A1,
US-2014175312-A1,US-1049845-A
US-2014175312-A1,US-1389056-A
US-2014175312-A1,US-3552714-A
US-2014175312-A1,US-4074700-A
US-2014175312-A1,US-4530486-A
US-2014175312-A1,US-5413308-A
US-2014175312-A1,US-5474107-A
US-2014175312-A1,US-6631881-B2
US-2014175312-A1,US-6929240-B2
US-2014175312-A1,US-8151824-B2
US-2014175312-A1,
US-2014176123-A1,US-3845445-A
US-2014176123-A1,US-4059798-A
US-2014176123-A1,US-5694103-A
US-2014176123-A1,US-6404180-B1
US-2014176123-A1,US-6426617-B1
US-2014176123-A1,US-6545456-B1
US-2014176123-A1,US-2003227284-A1
US-2014176123-A1,US-2003227285-A1
US-2014176123-A1,US-6759840-B2
US-2014176123-A1,US-2005237050-A1
US-2014176123-A1,US-7002440-B2
US-2014176123-A1,US-2006043960-A1
US-2014176123-A1,US-7193408-B2
US-2014176123-A1,US-2010259248-A1
US-2014176662-A1,US-5736982-A
US-2014176662-A1,US-2008090553-A1
US-2014176662-A1,US-2008151786-A1
US-2014176662-A1,US-2008158334-A1
US-2014176662-A1,US-2010216448-A1
US-2014176662-A1,US-8113991-B2
US-2014176662-A1,US-2012066596-A1
US-2014176662-A1,US-8212856-B2
US-2014176662-A1,US-2012182381-A1
US-2014176662-A1,US-8230458-B2
US-2014176662-A1,US-2012198380-A1
US-2014176662-A1,US-8239487-B1
US-2014176662-A1,US-8284233-B2
US-2014176662-A1,US-2012287220-A1
US-2014176662-A1,US-8428908-B2
US-2014176662-A1,US-8432430-B2
US-2014176662-A1,US-8443039-B2
US-2014176662-A1,US-8510413-B1
US-2014176662-A1,US-2013258040-A1
US-2014176662-A1,US-2013257877-A1
US-2014176662-A1,US-8626126-B2
US-2014176662-A1,US-8631428-B2
US-2014176662-A1,US-8683354-B2
US-2014176662-A1,US-8723914-B2
US-2014176662-A1,US-8725507-B2
US-2014176662-A1,US-8730297-B2
US-2014176662-A1,US-8739037-B1
US-2014176662-A1,US-2014164501-A1
US-2014177026-A1,US-8520287-B2
US-2014177194-A1,US-2009053498-A1
US-2014177194-A1,US-2009135569-A1
US-2014177194-A1,US-2010314781-A1
US-2014177194-A1,US-2011151624-A1
US-2014177194-A1,US-2011159284-A1
US-2014177194-A1,US-2011156280-A1
US-2014177194-A1,US-2011241186-A1
US-2014177194-A1,US-2011256669-A1
US-2014177194-A1,US-2011256666-A1
US-2014177194-A1,US-2012235282-A1
US-2014177448-A1,US-2008299954-A1
US-2014177448-A1,US-2010312846-A1
US-2014177448-A1,WO-2011097321-A2
US-2014177448-A1,
US-2014178695-A1,US-3075930-A
US-2014178695-A1,US-4109057-A
US-2014178695-A1,US-4320208-A
US-2014178695-A1,US-4327195-A
US-2014178695-A1,US-4609690-A
US-2014178695-A1,US-4689381-A
US-2014178695-A1,US-5506285-A
US-2014178695-A1,US-6231985-B1
US-2014178695-A1,US-2003212227-A1
US-2014178695-A1,US-2005257905-A1
US-2014178695-A1,US-2008281069-A1
US-2014181041-A1,US-6393437-B1
US-2014181041-A1,US-2003200207-A1
US-2014181041-A1,US-2005203935-A1
US-2014181041-A1,US-2010115223-A1
US-2014181041-A1,US-2011055178-A1
US-2014181041-A1,US-2011107026-A1
US-2014181041-A1,US-8571882-B1
US-2014181041-A1,US-2013346532-A1
US-2014181041-A1,US-8713282-B1
US-2014181041-A1,US-8751515-B1
US-2014181041-A1,US-9015122-B2
US-2014182573-A1,US-4030473-A
US-2014182573-A1,US-4192281-A
US-2014182573-A1,US-4716880-A
US-2014182573-A1,US-4721092-A
US-2014182573-A1,US-4877008-A
US-2014182573-A1,US-5085200-A
US-2014182573-A1,US-5596976-A
US-2014182573-A1,US-5598829-A
US-2014182573-A1,US-5619979-A
US-2014182573-A1,US-5649520-A
US-2014182573-A1,US-5884614-A
US-2014182573-A1,US-6205990-B1
US-2014182573-A1,US-6425386-B1
US-2014182573-A1,US-6736123-B1
US-2014182573-A1,US-6802304-B1
US-2014182573-A1,US-7174884-B2
US-2014182573-A1,US-7588022-B2
US-2014182573-A1,US-7726291-B2
US-2014182573-A1,US-7743543-B2
US-2014182573-A1,US-2010170489-A1
US-2014182573-A1,US-7770567-B1
US-2014182573-A1,US-7810480-B2
US-2014182573-A1,US-8020543-B2
US-2014182573-A1,US-8091540-B2
US-2014182573-A1,US-8240299-B2
US-2014182573-A1,US-8522761-B1
US-2014182573-A1,US-8578916-B2
US-2014182573-A1,US-8651094-B2
US-2014182573-A1,US-2014102431-A1
US-2014182573-A1,US-2014174419-A1
US-2014182573-A1,US-8770178-B2
US-2014183393-A1,US-3990679-A
US-2014183393-A1,US-4568062-A
US-2014183393-A1,US-4570659-A
US-2014183393-A1,US-5375812-A
US-2014183393-A1,WO-2012154056-A1
US-2014183459-A1,US-2005258441-A1
US-2014183459-A1,US-2008100209-A1
US-2014183459-A1,US-2011272675-A1
US-2014183459-A1,US-2013049024-A1
US-2014184237-A1,US-5359211-A
US-2014184237-A1,US-5969626-A
US-2014184237-A1,US-2003007301-A1
US-2014184237-A1,US-2004027742-A1
US-2014184237-A1,US-2009287435-A1
US-2014184237-A1,US-2009309129-A1
US-2014184237-A1,US-2011051299-A1
US-2014184237-A1,US-2012268848-A1
US-2014184237-A1,US-2013208395-A1
US-2014184237-A1,US-2014126089-A1
US-2014184237-A1,US-2015236011-A1
US-2014184322-A1,US-2012319757-A1
US-2014184322-A1,US-8339879-B2
US-2014184322-A1,US-8441831-B2
US-2014184322-A1,US-2013241314-A1
US-2014184322-A1,US-2014145753-A1
US-2014184322-A1,US-2014185174-A1
US-2014184322-A1,US-8890607-B2
US-2014184322-A1,US-2014340113-A1
US-2014184322-A1,US-8952498-B2
US-2014184322-A1,US-8988130-B2
US-2014184322-A1,US-9013908-B2
US-2014184865-A1,US-2005151680-A1
US-2014184865-A1,US-2005168602-A1
US-2014184865-A1,US-2008094494-A1
US-2014184865-A1,US-2009237535-A1
US-2014184865-A1,US-2009267817-A1
US-2014184865-A1,US-2010271248-A1
US-2014184865-A1,US-2010315278-A1
US-2014184865-A1,US-2011025420-A1
US-2014184865-A1,US-2012104235-A1
US-2014184865-A1,US-2012138775-A1
US-2014184865-A1,US-2012242878-A1
US-2014184865-A1,US-2013026343-A1
US-2014184865-A1,US-2013206961-A1
US-2014184865-A1,US-2013229543-A1
US-2014184865-A1,US-2014034812-A1
US-2014184865-A1,US-2014184844-A1
US-2014188399-A1,US-2006009257-A1
US-2014188399-A1,US-2006219776-A1
US-2014188399-A1,US-2013035602-A1
US-2014189096-A1,US-5138638-A
US-2014189096-A1,US-2002167408-A1
US-2014189096-A1,US-2010026802-A1
US-2014189096-A1,US-2013282520-A1
US-2014189096-A1,US-2014067455-A1
US-2014189403-A1,US-2004123169-A1
US-2014189403-A1,US-7383457-B1
US-2014189403-A1,US-2009150696-A1
US-2014189403-A1,US-2009172434-A1
US-2014189403-A1,US-2010095146-A1
US-2014189403-A1,US-2011055604-A1
US-2014189403-A1,US-2011185209-A1
US-2014189403-A1,US-2012210104-A1
US-2014189403-A1,US-8332676-B2
US-2014189403-A1,US-8452995-B1
US-2014189403-A1,US-2013198540-A1
US-2014189403-A1,US-8572420-B2
US-2014189403-A1,US-2014189398-A1
US-2014189594-A1,US-6466237-B1
US-2014189594-A1,US-6496206-B1
US-2014189594-A1,US-2004093565-A1
US-2014189594-A1,US-2010251106-A1
US-2014190060-A1,US-6487807-B1
US-2014190060-A1,US-2008052979-A1
US-2014190060-A1,US-2009056192-A1
US-2014190060-A1,US-7584568-B1
US-2014190060-A1,US-2010084524-A1
US-2014190060-A1,US-2010242332-A1
US-2014190060-A1,US-2010307043-A1
US-2014190060-A1,US-2013000174-A1
US-2014190060-A1,US-2013036647-A1
US-2014190060-A1,US-2013134286-A1
US-2014190261-A1,US-6217270-B1
US-2014190261-A1,US-7332825-B2
US-2014190261-A1,
US-2014190347-A1,US-3224170-A
US-2014190347-A1,US-3521431-A
US-2014190347-A1,US-3766719-A
US-2014190347-A1,US-4098594-A
US-2014190347-A1,US-4346860-A
US-2014190347-A1,US-4425756-A
US-2014190347-A1,US-4509962-A
US-2014190347-A1,US-5039317-A
US-2014190347-A1,US-5174111-A
US-2014190347-A1,US-6134874-A
US-2014190347-A1,US-6499285-B1
US-2014190347-A1,US-2003196548-A1
US-2014190347-A1,US-6698180-B2
US-2014190347-A1,US-6698387-B1
US-2014190347-A1,US-7013845-B1
US-2014190347-A1,US-7296395-B1
US-2014190347-A1,US-7678165-B2
US-2014190347-A1,US-7802433-B2
US-2014190347-A1,US-7927408-B2
US-2014190347-A1,US-2011252771-A1
US-2014190347-A1,US-2014144123-A1
US-2014190347-A1,US-2014260211-A1
US-2014190347-A1,US-2015030435-A1
US-2014190413-A1,US-2001000864-A1
US-2014190413-A1,US-2006254505-A1
US-2014191133-A1,US-7057705-B2
US-2014191133-A1,US-2007008866-A1
US-2014191133-A1,US-2008017801-A1
US-2014191133-A1,US-2008149862-A1
US-2014191133-A1,US-7830942-B2
US-2014191133-A1,US-2011079736-A1
US-2014191133-A1,US-7928416-B2
US-2014191133-A1,US-2012193547-A1
US-2014191133-A1,US-8304752-B2
US-2014191133-A1,US-8368039-B2
US-2014191133-A1,US-2013077073-A1
US-2014191133-A1,US-2014091239-A1
US-2014191133-A1,US-8704200-B2
US-2014194776-A1,US-4040413-A
US-2014194776-A1,US-2002161388-A1
US-2014194776-A1,US-7491188-B2
US-2014194776-A1,US-2011218494-A1
US-2014194776-A1,WO-2012029535-A1
US-2014194776-A1,US-2013116622-A1
US-2014194776-A1,US-2013178828-A1
US-2014194776-A1,US-2013211379-A1
US-2014194776-A1,
US-2014195008-A1,US-3663973-A
US-2014195008-A1,US-6454812-B1
US-2014195726-A1,US-2007239960-A1
US-2014195726-A1,US-2009216974-A1
US-2014195726-A1,US-2011047316-A1
US-2014195726-A1,
US-2014197178-A1,US-1238074-A
US-2014197178-A1,US-2287312-A
US-2014197178-A1,US-2721663-A
US-2014197178-A1,US-5413825-A
US-2014197178-A1,US-6758348-B2
US-2014197178-A1,US-2004155038-A1
US-2014197178-A1,US-2011038664-A1
US-2014197178-A1,US-2012219685-A1
US-2014199209-A1,US-5674743-A
US-2014199209-A1,
US-2014200607-A1,US-6592617-B2
US-2014200607-A1,US-2007288040-A1
US-2014200607-A1,US-2008281350-A1
US-2014200607-A1,US-2010032464-A1
US-2014200607-A1,US-2012024567-A1
US-2014200607-A1,US-2014135812-A1
US-2014201185-A1,US-2003177112-A1
US-2014201185-A1,US-2008215519-A1
US-2014201185-A1,US-2009216696-A1
US-2014201185-A1,US-7644052-B1
US-2014201185-A1,US-2010217742-A1
US-2014201185-A1,US-2011004578-A1
US-2014201185-A1,US-2011040717-A1
US-2014201185-A1,US-2011196861-A1
US-2014201185-A1,US-2011225159-A1
US-2014201185-A1,US-2012078595-A1
US-2014201185-A1,US-2013055076-A1
US-2014201185-A1,US-2014172417-A1
US-2014201185-A1,
US-2014203124-A1,US-3958767-A
US-2014203124-A1,US-4174072-A
US-2014203124-A1,US-5697562-A
US-2014203124-A1,US-2007158479-A1
US-2014203124-A1,US-2009224087-A1
US-2014203124-A1,US-2010252670-A1
US-2014204417-A1,US-6474881-B1
US-2014204417-A1,US-2003011802-A1
US-2014204417-A1,US-6616359-B1
US-2014204417-A1,US-2006206245-A1
US-2014204417-A1,JP-2006268466-A
US-2014204417-A1,US-2006279780-A1
US-2014204417-A1,US-2006287974-A1
US-2014204417-A1,US-2009138878-A1
US-2014204417-A1,US-2010182624-A1
US-2014204417-A1,US-8005830-B2
US-2014204417-A1,US-2011255128-A1
US-2014204417-A1,US-2012041955-A1
US-2014204417-A1,US-2012209728-A1
US-2014204417-A1,US-2012314249-A1
US-2014204417-A1,US-2013077112-A1
US-2014204417-A1,US-2013107308-A1
US-2014204417-A1,US-2013129372-A1
US-2014204562-A1,US-7722213-B2
US-2014204562-A1,US-2012243237-A1
US-2014205743-A1,US-4768462-A
US-2014205743-A1,US-4888200-A
US-2014205743-A1,US-4919977-A
US-2014205743-A1,US-5175018-A
US-2014205743-A1,US-5733376-A
US-2014205743-A1,US-6447609-B1
US-2014205743-A1,US-7429298-B2
US-2014205743-A1,US-2009204260-A1
US-2014205743-A1,US-2009320753-A1
US-2014206691-A1,US-6979694-B2
US-2014206691-A1,US-7091223-B2
US-2014206691-A1,US-8716323-B2
US-2014207367-A1,US-2006235610-A1
US-2014207367-A1,US-7729817-B2
US-2014207367-A1,US-2014018979-A1
US-2014207367-A1,
US-2014207851-A1,US-2003028798-A1
US-2014207851-A1,US-2011145807-A1
US-2014207851-A1,US-8060556-B2
US-2014207851-A1,US-2012159308-A1
US-2014207851-A1,US-2012233600-A1
US-2014207851-A1,US-2012304082-A1
US-2014207851-A1,US-2013128883-A1
US-2014212628-A1,US-5395584-A
US-2014212628-A1,US-5783318-A
US-2014212628-A1,US-6638639-B1
US-2014212628-A1,US-2007141965-A1
US-2014212628-A1,US-2009014505-A1
US-2014212628-A1,US-7900458-B2
US-2014212628-A1,US-2011076151-A1
US-2014212628-A1,
US-2014213837-A1,US-3533938-A
US-2014214826-A1,US-2002198679-A1
US-2014214826-A1,US-2005235318-A1
US-2014214826-A1,US-7069263-B1
US-2014214826-A1,US-2006159027-A1
US-2014214826-A1,EP-1734470-A1
US-2014214826-A1,US-2008297513-A1
US-2014214826-A1,AU-2002310479-B2
US-2014214826-A1,US-2009099920-A1
US-2014214826-A1,US-2009210376-A1
US-2014214826-A1,US-2012191678-A1
US-2014214826-A1,US-2012209852-A1
US-2014214826-A1,US-2013110829-A1
US-2014214826-A1,US-2014207793-A1
US-2014218497-A1,US-2002131622-A1
US-2014218497-A1,US-2002130961-A1
US-2014218497-A1,US-2002158750-A1
US-2014218497-A1,US-2003068164-A1
US-2014218497-A1,US-6574432-B2
US-2014218497-A1,US-6798457-B2
US-2014218497-A1,US-2006018792-A1
US-2014218497-A1,US-2006130022-A1
US-2014218497-A1,US-7095901-B2
US-2014218497-A1,US-2006210118-A1
US-2014218497-A1,US-2006273880-A1
US-2014218497-A1,US-7271839-B2
US-2014218497-A1,US-2008002863-A1
US-2014218497-A1,US-7418115-B2
US-2014218497-A1,US-2008309873-A1
US-2014218497-A1,US-2009046249-A1
US-2014218497-A1,US-7806604-B2
US-2014222181-A1,US-2007240069-A1
US-2014222918-A1,US-5310349-A
US-2014222918-A1,US-6470171-B1
US-2014222918-A1,US-2002169822-A1
US-2014222918-A1,US-6505031-B1
US-2014222918-A1,US-2004153509-A1
US-2014222918-A1,US-2005219056-A1
US-2014222918-A1,US-2006194186-A1
US-2014222918-A1,US-2007255805-A1
US-2014222918-A1,US-2008059484-A1
US-2014222918-A1,US-2008319949-A1
US-2014222918-A1,US-2009197234-A1
US-2014222918-A1,US-2010227304-A1
US-2014222918-A1,US-8172578-B2
US-2014222918-A1,US-2012173511-A1
US-2014222918-A1,US-2013089849-A1
US-2014222918-A1,US-2013330704-A1
US-2014222918-A1,US-2014004496-A1
US-2014222918-A1,US-2014052663-A1
US-2014222918-A1,US-2015304056-A1
US-2014222918-A1,US-9524649-B1
US-2014223131-A1,US-2013179485-A1
US-2014223131-A1,US-2013318300-A1
US-2014225713-A1,US-2002099945-A1
US-2014225713-A1,US-2004174247-A1
US-2014225713-A1,US-7119744-B2
US-2014225713-A1,US-2006287016-A1
US-2014225713-A1,US-7446644-B2
US-2014225713-A1,US-2009066476-A1
US-2014225713-A1,US-2009289873-A1
US-2014225713-A1,US-2010283579-A1
US-2014225720-A1,US-5767793-A
US-2014225720-A1,US-2003160701-A1
US-2014226801-A1,
US-2014227943-A1,US-3562802-A
US-2014227943-A1,US-3747606-A
US-2014227943-A1,US-3777763-A
US-2014227943-A1,US-5219311-A
US-2014227943-A1,US-5472366-A
US-2014227943-A1,US-5730640-A
US-2014227943-A1,US-6857933-B2
US-2014227943-A1,US-6966815-B2
US-2014227943-A1,US-7112117-B2
US-2014227943-A1,US-7390239-B1
US-2014227943-A1,US-7407428-B2
US-2014228426-A1,US-2013109870-A1
US-2014228426-A1,US-8476310-B2
US-2014229290-A1,US-2005216516-A1
US-2014229290-A1,US-2006167747-A1
US-2014229290-A1,US-2010030648-A1
US-2014229290-A1,
US-2014230431-A1,US-2730861-A
US-2014230431-A1,US-3313518-A
US-2014230431-A1,US-3383092-A
US-2014230431-A1,US-3614259-A
US-2014230431-A1,US-4008572-A
US-2014230431-A1,US-4177005-A
US-2014230431-A1,US-4179892-A
US-2014230431-A1,JP-S57137619-A
US-2014230431-A1,US-4526004-A
US-2014230431-A1,US-4530640-A
US-2014230431-A1,US-5943864-A
US-2014230431-A1,US-6073447-A
US-2014230431-A1,EP-1020618-A2
US-2014230431-A1,US-6250079-B1
US-2014230431-A1,US-6269643-B1
US-2014230431-A1,US-6324847-B1
US-2014230431-A1,US-2003000211-A1
US-2014230431-A1,GB-2416003-A
US-2014230431-A1,US-7481056-B2
US-2014230431-A1,US-7637106-B2
US-2014230431-A1,US-8176737-B2
US-2014230431-A1,US-8196403-B2
US-2014230431-A1,US-8201405-B2
US-2014230431-A1,US-8951005-B2
US-2014230528-A1,US-6048496-A
US-2014230528-A1,US-2006116525-A1
US-2014230528-A1,US-2006213837-A1
US-2014230528-A1,US-2007019503-A1
US-2014230528-A1,US-2009016154-A1
US-2014230528-A1,US-7513681-B2
US-2014230528-A1,US-7550081-B2
US-2014230528-A1,US-2009294344-A1
US-2014230528-A1,US-2010171055-A1
